index,x,y,z,maintype,celltype,leiden
x2_52_0_2_bc0336,-1.7707571,12.313388,3.7733414,Astrocytes,Astro,1
x2_52_0_2_bc0337,-0.07684818,13.785128,3.3991396,Astrocytes,Astro,1
x2_52_0_2_bc0338,1.3750808,5.9248238,4.373871,nan,nan,18
x2_52_0_2_bc0339,-0.81796706,1.6908497,-1.8735049,Excitatory,ExcL6,5
x2_52_0_2_bc0340,-0.14547811,14.220526,3.1954515,Astrocytes,Astro,1
x2_52_0_2_bc0341,-1.9170479,2.0257857,-2.847236,Excitatory,ExcL6,5
x2_52_0_2_bc0342,10.435766,1.4815404,1.1824689,nan,nan,0
x2_52_0_2_bc0343,0.019110044,13.508395,2.0752096,Astrocytes,Astro,1
x2_52_0_2_bc0344,5.9955134,2.8550568,8.212695,Oligodendrocytes,OPC_1,10
x2_52_0_2_bc0345,2.2272508,-2.082929,-2.382122,Excitatory,ExcL4,3
x2_52_0_2_bc0346,-0.27584824,14.111413,4.0556283,Astrocytes,Astro,1
x2_52_0_2_bc0347,-0.99401575,5.099465,4.8581514,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0348,10.844456,2.5088675,1.2027513,Microglia,Micro_2,0
x2_52_0_2_bc0349,0.45536202,13.276624,4.16288,Astrocytes,Astro,1
x2_52_0_2_bc0350,5.1954293,-3.2885423,6.319611,Oligodendrocytes,Olig_6,19
x2_52_0_2_bc0351,-0.76051575,13.205925,2.8686612,Astrocytes,Astro,1
x2_52_0_2_bc0352,1.9136717,13.291162,3.3760333,Astrocytes,Astro,1
x2_52_0_2_bc0353,-0.3697734,-1.5450325,0.07372814,nan,nan,8
x2_52_0_2_bc0354,-1.3533471,13.582097,3.709307,Astrocytes,Astro,1
x2_52_0_2_bc0355,-1.4754488,13.304369,3.8130348,Astrocytes,Astro,1
x2_52_0_2_bc0356,-0.11254463,12.558703,2.0434113,Astrocytes,Astro,1
x2_52_0_2_bc0357,-1.3870536,13.476533,4.3736897,Astrocytes,Astro,1
x2_52_0_2_bc0358,5.1816735,-3.7577114,6.112454,Oligodendrocytes,Olig_6,12
x2_52_0_2_bc0359,10.826343,1.4920334,2.3002288,Microglia,Micro_1,0
x2_52_0_2_bc0360,-0.99984825,13.762727,4.0560155,Astrocytes,Astro,1
x2_52_0_2_bc0361,0.8513645,13.940632,2.928102,Astrocytes,Astro,1
x2_52_0_2_bc0362,-0.110518605,5.4194717,6.9009285,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0363,1.4294908,13.90883,3.4812331,Astrocytes,Astro,1
x2_52_0_2_bc0364,4.7445574,-1.1558132,9.727683,nan,nan,28
x2_52_0_2_bc0365,-0.52420425,9.2976675,11.319465,nan,nan,26
x2_52_0_2_bc0366,-1.2426747,13.435348,4.0346966,Astrocytes,Astro,1
x2_52_0_2_bc0367,0.3682044,13.96401,4.1577854,Astrocytes,Astro,1
x2_52_0_2_bc0368,0.639817,14.196509,3.2807305,Astrocytes,Astro,1
x2_52_0_2_bc0369,5.986474,-0.6621296,7.3353243,Oligodendrocytes,Olig_7,19
x2_52_0_2_bc0370,-1.1234217,13.487469,3.7296352,Astrocytes,Astro,1
x2_52_0_2_bc0371,6.0138,6.2743,3.4936616,nan,nan,29
x2_52_0_2_bc0372,-0.93269867,13.424557,4.17323,Astrocytes,Astro,1
x2_52_0_2_bc0373,-0.22049704,0.46875548,10.533308,Oligodendrocytes,Olig_3,2
x2_52_0_2_bc0374,5.704991,3.089459,8.906994,Oligodendrocytes,OPC_1,10
x2_52_0_2_bc0375,-0.34513822,0.20364317,-1.7548673,nan,nan,11
x2_52_0_2_bc0376,-1.4641889,13.489869,3.6440368,Astrocytes,Astro,1
x2_52_0_2_bc0377,-0.9832186,0.6380328,10.34603,Oligodendrocytes,Olig_3,17
x2_52_0_2_bc0378,-0.35240734,0.5052877,10.215856,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0379,1.6540341,1.006009,10.569422,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0380,-0.8136047,0.49521032,10.875378,Oligodendrocytes,Olig_4,17
x2_52_0_2_bc0381,1.3353378,-0.27745265,10.614442,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0382,-0.3227677,1.2028922,8.201712,nan,nan,27
x2_52_0_2_bc0383,10.299849,0.95345616,2.6232827,Microglia,Micro_1,0
x2_52_0_2_bc0384,5.716735,3.1181118,8.068098,Oligodendrocytes,OPC_1,10
x2_52_0_2_bc0385,-1.8085376,2.1301851,-2.876253,Excitatory,ExcL6,5
x2_52_0_2_bc0386,1.9154214,1.1798817,11.080185,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0387,0.7656465,1.8487641,-0.5212031,Excitatory,Sub,23
x2_52_0_2_bc0388,-0.7579051,-1.1121991,-0.40000725,nan,nan,11
x2_52_0_2_bc0390,-0.15442902,5.7153454,7.1080003,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0391,-1.5120378,12.992388,3.642692,Astrocytes,Astro,1
x2_52_0_2_bc0392,11.373155,2.442037,1.0939522,nan,nan,0
x2_52_0_2_bc0393,0.04879869,13.80171,4.4461594,Astrocytes,Astro,1
x2_52_0_2_bc0394,-1.6885518,13.062677,4.023944,Astrocytes,Astro,1
x2_52_0_2_bc0395,-0.34252763,0.7728883,10.333384,nan,nan,2
x2_52_0_2_bc0396,0.9215916,13.884449,3.632761,Astrocytes,Astro,1
x2_52_0_2_bc0397,-1.4090677,2.44683,-2.2145147,Excitatory,ExcL6,5
x2_52_0_2_bc0398,1.1331455,0.17094536,10.368569,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0399,-0.17379445,13.401292,4.753716,Astrocytes,Astro,1
x2_52_0_2_bc0400,1.9511869,-0.7738572,10.958273,Oligodendrocytes,Olig_2,2
x2_52_0_2_bc0401,-5.667781,7.526426,3.1663039,nan,nan,15
x2_52_0_2_bc0402,-0.30443376,1.150766,8.178094,nan,nan,27
x2_52_0_2_bc0403,2.329948,13.181969,2.833078,Astrocytes,Astro,1
x2_52_0_2_bc0404,2.4797509,1.21068,11.3376875,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0405,0.34601033,13.586756,3.7750368,Astrocytes,Astro,1
x2_52_0_2_bc0406,-0.1580989,13.300014,2.3275998,Astrocytes,Astro,1
x2_52_0_2_bc0407,-0.7475628,12.558757,3.8105402,nan,nan,1
x2_52_0_2_bc0408,-1.2561349,0.71683127,-2.2878373,Excitatory,ExcL6,5
x2_52_0_2_bc0409,-1.2849731,1.7226704,-3.3908231,Excitatory,ExcL6,5
x2_52_0_2_bc0410,-0.386056,12.736848,2.811097,Astrocytes,Astro,1
x2_52_0_2_bc0411,10.463969,3.3964183,0.3620193,Microglia,Micro_2,0
x2_52_0_2_bc0412,0.3139281,13.949164,2.6884596,Astrocytes,Astro,1
x2_52_0_2_bc0413,-0.42129228,10.280375,3.9330416,nan,nan,16
x2_52_0_2_bc0414,0.9783467,13.796524,3.7590337,Astrocytes,Astro,1
x2_52_0_2_bc0415,-0.36065775,8.289791,4.036152,nan,nan,34
x2_52_0_2_bc0416,11.324622,3.3739903,1.1035033,Microglia,Micro_2,0
x2_52_0_2_bc0417,-0.14045313,13.493926,2.914941,Astrocytes,Astro,1
x2_52_0_2_bc0418,1.9413353,0.4287356,-1.3980871,Excitatory,ExcL5_3,9
x2_52_0_2_bc0420,0.5161095,13.710801,2.4677377,Astrocytes,Astro,1
x2_52_0_2_bc0421,1.5898975,6.119789,4.4288874,nan,nan,18
x2_52_0_2_bc0422,2.0060735,1.0586774,11.074181,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0423,1.0249434,12.221244,3.2278228,Astrocytes,Astro,1
x2_52_0_2_bc0424,0.5891357,14.221039,3.3272727,Astrocytes,Astro,1
x2_52_0_2_bc0425,-2.0087476,0.65800273,10.958652,Oligodendrocytes,Olig_3,17
x2_52_0_2_bc0426,4.604994,-1.1160871,9.832342,nan,nan,28
x2_52_0_2_bc0427,3.1647687,1.053158,1.5590981,nan,nan,20
x2_52_0_2_bc0428,-0.28615254,13.466046,3.3446827,Astrocytes,Astro,1
x2_52_0_2_bc0429,-0.18158986,13.455208,3.8913755,Astrocytes,Astro,1
x2_52_0_2_bc0430,-0.37151137,13.900635,3.5696268,Astrocytes,Astro,1
x2_52_0_2_bc0431,10.677333,2.325734,0.9556053,Microglia,Micro_2,0
x2_52_0_2_bc0432,-3.3330982,4.2972226,6.495732,Endothelial_SmoothMuscle,Endo_2,27
x2_52_0_2_bc0433,-0.6128037,13.187694,2.1144202,Astrocytes,Astro,1
x2_52_0_2_bc0434,-0.3145834,10.46085,3.8753238,nan,nan,16
x2_52_0_2_bc0435,5.702319,0.120314375,7.526104,Oligodendrocytes,Olig_7,19
x2_52_0_2_bc0436,2.0403523,1.1738753,10.653966,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0437,-1.0287789,12.975308,4.1343026,Astrocytes,Astro,1
x2_52_0_2_bc0438,-0.2091521,13.651743,3.22319,Astrocytes,Astro,1
x2_52_0_2_bc0439,-0.5639556,13.4697485,3.9591582,Astrocytes,Astro,1
x2_52_0_2_bc0440,5.594931,2.182222,8.478226,Oligodendrocytes,OPC_1,10
x2_52_0_2_bc0441,-0.4955872,13.645082,4.495791,Astrocytes,Astro,1
x2_52_0_2_bc0442,-0.34051687,5.6482005,5.5187974,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0443,-0.67909664,13.035822,2.1052487,Astrocytes,Astro,1
x2_52_0_2_bc0444,2.3156643,-1.9464412,-1.7337356,Excitatory,ExcL4,3
x2_52_0_2_bc0445,-0.70301753,13.577131,2.947181,Astrocytes,Astro,1
x2_52_0_2_bc0446,-0.11604536,13.23209,2.1099133,Astrocytes,Astro,1
x2_52_0_2_bc0447,-0.19774401,13.960943,2.81801,Astrocytes,Astro,1
x2_52_0_2_bc0448,0.58996874,13.347351,3.3923569,nan,nan,1
x2_52_0_2_bc0449,-0.22810559,13.592978,4.1209974,Astrocytes,Astro,1
x2_52_0_2_bc0450,-0.8375901,13.404536,3.1633472,Astrocytes,Astro,1
x2_52_0_2_bc0451,1.0660903,5.898077,5.3611784,Endothelial_SmoothMuscle,SM_2,18
x2_52_0_2_bc0452,0.50332856,13.428571,2.3683412,Astrocytes,Astro,1
x2_52_0_2_bc0453,0.48804957,13.7679,2.7123537,Astrocytes,Astro,1
x2_52_0_2_bc0454,-0.20724392,5.5450096,4.9659314,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0455,-0.6306873,0.6445815,10.30216,nan,nan,2
x2_52_0_2_bc0456,1.1891581,5.465972,2.8784068,Endothelial_SmoothMuscle,SM_1,18
x2_52_0_2_bc0457,11.077402,3.6709425,1.5797677,Microglia,Micro_2,0
x2_52_0_2_bc0458,5.3423996,2.9167755,8.617257,Oligodendrocytes,OPC_1,10
x2_52_0_2_bc0459,10.363706,2.368399,0.6102343,Microglia,Micro_2,0
x2_52_0_2_bc0461,-0.9951049,12.732033,4.0582795,Astrocytes,Astro,1
x2_52_0_2_bc0462,-3.2024355,4.2222767,6.5973706,Endothelial_SmoothMuscle,Endo_2,27
x2_52_0_2_bc0463,1.7501726,0.72776806,10.232526,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0464,2.0219588,-0.49129233,11.720014,nan,nan,2
x2_52_0_2_bc0465,-0.43788674,5.1201324,6.5877633,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0466,-0.94038934,12.455714,2.0471354,Astrocytes,Astro,1
x2_52_0_2_bc0467,11.057144,2.2273276,1.2769207,Microglia,Micro_2,0
x2_52_0_2_bc0468,-0.1123244,14.214775,3.005198,Astrocytes,Astro,1
x2_52_0_2_bc0469,-0.17172097,5.378121,6.5371046,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0470,-0.2699958,8.546396,3.9465237,nan,nan,34
x2_52_0_2_bc0471,-0.28587782,13.513654,3.188939,Astrocytes,Astro,1
x2_52_0_2_bc0472,10.421341,2.852939,1.9237424,nan,nan,0
x2_52_0_2_bc0473,1.8482691,0.06451133,10.723771,nan,nan,2
x2_52_0_2_bc0474,1.2436811,5.546762,3.1653538,Endothelial_SmoothMuscle,SM_1,18
x2_52_0_2_bc0475,1.5928847,5.580259,-0.55321944,Interneurons,Int_Vip,14
x2_52_0_2_bc0476,11.46653,3.4039764,1.1885998,Microglia,Micro_2,0
x2_52_0_2_bc0477,1.1005849,0.9787572,11.332273,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0478,10.432106,2.6588748,2.0533187,Microglia,Micro_2,0
x2_52_0_2_bc0479,0.5559539,13.095732,4.132655,Astrocytes,Astro,1
x2_52_0_2_bc0480,-1.121181,1.2260458,-3.3017166,Excitatory,ExcL6,5
x2_52_0_2_bc0481,-0.35625014,5.540606,4.127638,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0482,11.227609,2.4498878,0.23671822,Microglia,Micro_2,0
x2_52_0_2_bc0483,-3.094687,4.1802344,6.585305,Endothelial_SmoothMuscle,Endo_2,27
x2_52_0_2_bc0484,10.190994,2.7439516,0.7748086,Microglia,Micro_2,0
x2_52_0_2_bc0485,-0.3641729,13.15259,1.8612901,Astrocytes,Astro,1
x2_52_0_2_bc0486,-0.2898875,-0.6836054,-1.2847888,Excitatory,ExcL5_2,11
x2_52_0_2_bc0487,0.21086967,-1.5614538,6.7644,nan,nan,24
x2_52_0_2_bc0488,9.549817,2.8150818,0.5929201,Microglia,Micro_2,0
x2_52_0_2_bc0489,1.0391432,5.749653,4.788817,nan,nan,18
x2_52_0_2_bc0490,-0.7707312,13.819776,3.710069,Astrocytes,Astro,1
x2_52_0_2_bc0491,-0.4705122,13.4039135,4.0520763,Astrocytes,Astro,1
x2_52_0_2_bc0492,0.002810679,4.9404545,5.7926693,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0493,-0.28520522,9.754549,3.5799,nan,nan,34
x2_52_0_2_bc0494,-0.022885462,13.822669,4.449274,Astrocytes,Astro,1
x2_52_0_2_bc0495,-0.8844251,13.023056,3.1695518,Astrocytes,Astro,1
x2_52_0_2_bc0496,-3.4428914,3.9426239,6.5669074,Endothelial_SmoothMuscle,Endo_2,27
x2_52_0_2_bc0497,11.664058,3.3853528,1.5931685,Microglia,Micro_2,0
x2_52_0_2_bc0498,-1.3944052,0.81133795,11.101579,Oligodendrocytes,Olig_3,17
x2_52_0_2_bc0499,11.092544,2.3958812,1.8313606,nan,nan,0
x2_52_0_2_bc0500,1.7461542,1.0040369,10.334982,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0501,-0.3790341,12.524762,4.0957794,Astrocytes,Astro,1
x2_52_0_2_bc0502,-0.54874367,12.726681,2.0361638,Astrocytes,Astro,1
x2_52_0_2_bc0503,10.11529,3.4873457,2.027001,nan,nan,0
x2_52_0_2_bc0504,5.606756,1.1934804,7.949144,Oligodendrocytes,Olig_7,10
x2_52_0_2_bc0505,0.39309445,14.052965,3.9310386,Astrocytes,Astro,1
x2_52_0_2_bc0506,-0.54944855,13.748006,4.672364,Astrocytes,Astro,1
x2_52_0_2_bc0507,0.62434757,14.022064,3.7725732,Astrocytes,Astro,1
x2_52_0_2_bc0508,-1.3334105,13.1166115,4.1125627,Astrocytes,Astro,1
x2_52_0_2_bc0509,-1.3332329,-0.77137697,-0.622681,nan,nan,11
x2_52_0_2_bc0510,-0.14422643,13.1961775,4.0245514,Astrocytes,Astro,1
x2_52_0_2_bc0511,-1.297517,0.7591298,-2.2394733,Excitatory,ExcL6,5
x2_52_0_2_bc0512,-0.43956262,5.1842675,5.336193,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0513,-1.313066,13.492861,3.2992887,Astrocytes,Astro,1
x2_52_0_2_bc0514,11.277281,1.7193733,1.6520722,Microglia,Micro_2,0
x2_52_0_2_bc0515,11.15053,2.9173088,2.2570884,Microglia,Micro_2,0
x2_52_0_2_bc0516,-0.72532654,5.5137925,6.5837936,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0517,-0.2114291,5.61269,7.167919,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0518,10.344142,2.5991626,1.9581488,Microglia,Micro_2,0
x2_52_0_2_bc0519,0.3005286,-1.1732767,-1.0172131,Excitatory,RSP,3
x2_52_0_2_bc0520,0.85099304,4.364905,-0.6489827,nan,nan,14
x2_52_0_2_bc0521,2.036875,0.69449365,11.004876,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0522,1.0173185,13.633425,3.4881432,Astrocytes,Astro,1
x2_52_0_2_bc0523,-1.1198119,13.0449915,2.3719769,Astrocytes,Astro,1
x2_52_0_2_bc0524,1.5094571,6.0370255,4.979041,Endothelial_SmoothMuscle,SM_2,18
x2_52_0_2_bc0525,-0.2664996,0.25793865,10.424068,Oligodendrocytes,Olig_3,2
x2_52_0_2_bc0526,-1.491883,1.1279854,-2.5530224,Excitatory,ExcL6,5
x2_52_0_2_bc0527,5.593367,2.9787261,8.807141,Oligodendrocytes,OPC_1,10
x2_52_0_2_bc0528,10.241996,2.9575336,1.3120216,Microglia,Micro_2,0
x2_52_0_2_bc0529,10.875815,2.6015396,0.3905238,Microglia,Micro_1,0
x2_52_0_2_bc0530,-0.57615614,14.162487,3.7284713,Astrocytes,Astro,1
x2_52_0_2_bc0531,10.549218,0.85841644,2.4945304,Microglia,Micro_2,0
x2_52_0_2_bc0532,0.34631974,13.584371,3.4849358,Astrocytes,Astro,1
x2_52_0_2_bc0533,-0.26234984,13.384612,2.9314501,Astrocytes,Astro,1
x2_52_0_2_bc0534,1.222458,5.858311,5.3064694,Endothelial_SmoothMuscle,SM_2,18
x2_52_0_2_bc0535,-0.21413444,14.146324,3.944919,Astrocytes,Astro,1
x2_52_0_2_bc0536,1.214168,5.731053,4.625391,Endothelial_SmoothMuscle,SM_2,18
x2_52_0_2_bc0537,10.921308,3.165149,1.050043,nan,nan,0
x2_52_0_2_bc0538,-0.1976426,13.174851,4.1353397,Astrocytes,Astro,1
x2_52_0_2_bc0539,5.3417244,3.5760508,8.498613,Oligodendrocytes,OPC_1,10
x2_52_0_2_bc0540,-0.018485524,14.312203,3.078943,Astrocytes,Astro,1
x2_52_0_2_bc0542,5.369581,3.1411297,8.711111,Oligodendrocytes,OPC_1,10
x2_52_0_2_bc0543,9.931715,1.4368796,2.9449837,nan,nan,0
x2_52_0_2_bc0544,-0.9105066,4.6955476,5.4792085,nan,nan,4
x2_52_0_2_bc0545,0.99033564,14.125247,3.4254408,Astrocytes,Astro,1
x2_52_0_2_bc0546,-0.35332558,5.5164437,4.281411,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0547,1.8780638,1.1744329,11.430708,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0548,-1.0452218,13.284632,4.038643,Astrocytes,Astro,1
x2_52_0_2_bc0549,-0.4656197,13.5863495,4.0784674,Astrocytes,Astro,1
x2_52_0_2_bc0550,1.9329162,-1.0713365,-1.4478984,Excitatory,ExcL4,3
x2_52_0_2_bc0551,-0.58736885,13.799687,3.5801644,Astrocytes,Astro,1
x2_52_0_2_bc0552,10.655069,1.6106045,1.0837401,Microglia,Micro_2,0
x2_52_0_2_bc0553,-0.55247444,13.429543,4.2167144,Astrocytes,Astro,1
x2_52_0_2_bc0554,1.483916,13.59386,3.4979188,Astrocytes,Astro,1
x2_52_0_2_bc0555,-1.5626962,13.5622635,3.3844793,Astrocytes,Astro,1
x2_52_0_2_bc0556,11.311414,2.455214,2.0317638,Microglia,Micro_2,0
x2_52_0_2_bc0557,-0.4881562,13.432707,4.817158,Astrocytes,Astro,1
x2_52_0_2_bc0559,-0.46177676,-0.0098621985,-1.6793611,nan,nan,11
x2_52_0_2_bc0560,-0.75683594,13.769463,3.5612667,Astrocytes,Astro,1
x2_52_0_2_bc0561,0.19240655,5.4774427,5.4023666,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0562,1.0180119,5.86591,5.2491927,Endothelial_SmoothMuscle,SM_2,18
x2_52_0_2_bc0563,-0.7977259,12.346073,3.856506,Astrocytes,Astro,1
x2_52_0_2_bc0564,-3.4309084,4.051276,6.5075455,Endothelial_SmoothMuscle,Endo_2,27
x2_52_0_2_bc0565,-1.505193,12.15153,3.9641104,Astrocytes,Astro,1
x2_52_0_2_bc0566,-1.2274907,0.5955186,10.681022,Oligodendrocytes,Olig_3,17
x2_52_0_2_bc0567,10.70229,2.6507683,0.5962521,Microglia,Micro_2,0
x2_52_0_2_bc0568,-0.5382101,-1.547759,-0.2531508,nan,nan,8
x2_52_0_2_bc0569,-0.43174532,13.50438,3.028837,Astrocytes,Astro,1
x2_52_0_2_bc0570,-0.55387145,9.203237,11.230578,nan,nan,26
x2_52_0_2_bc0571,-0.066316105,14.397738,3.3829048,Astrocytes,Astro,1
x2_52_0_2_bc0572,7.661102,4.6186023,2.554258,nan,nan,29
x2_52_0_2_bc0573,1.5689094,-1.2684952,10.63708,Oligodendrocytes,Olig_2,13
x2_52_0_2_bc0574,0.5411805,13.600146,3.9384844,Astrocytes,Astro,1
x2_52_0_2_bc0575,-1.988469,10.856519,2.992786,Astrocytes,Astro,21
x2_52_0_2_bc0576,-5.522526,6.546583,2.119637,nan,nan,15
x2_52_0_2_bc0577,9.521176,2.673981,3.0738966,nan,nan,0
x2_52_0_2_bc0578,10.243854,2.6448376,1.3880385,nan,nan,0
x2_52_0_2_bc0579,0.65103686,13.070018,3.1508253,Astrocytes,Astro,1
x2_52_0_2_bc0580,1.4427807,5.9362407,4.890362,Endothelial_SmoothMuscle,SM_2,18
x2_52_0_2_bc0581,1.0784909,14.019113,3.8219237,Astrocytes,Astro,1
x2_52_0_2_bc0582,2.3642929,-1.872052,-1.9848199,Excitatory,ExcL4,3
x2_52_0_2_bc0583,10.621946,2.497128,1.3309653,Microglia,Micro_2,0
x2_52_0_2_bc0584,10.84345,3.1241992,0.44772145,Microglia,Micro_2,0
x2_52_0_2_bc0585,1.1617407,13.174891,3.5678077,Astrocytes,Astro,1
x2_52_0_2_bc0586,11.02502,1.3950065,1.8989539,Microglia,Micro_2,0
x2_52_0_2_bc0587,1.3930701,1.2768401,11.473533,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0588,-0.4901812,5.8012085,4.9747434,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0589,11.095232,2.3769007,1.2654248,Microglia,Micro_2,0
x2_52_0_2_bc0590,0.21029103,14.043115,3.4581466,Astrocytes,Astro,1
x2_52_0_2_bc0591,9.94814,1.2156303,2.441507,Microglia,Micro_1,0
x2_52_0_2_bc0592,11.622408,2.965049,1.0243913,Microglia,Micro_2,0
x2_52_0_2_bc0593,0.8811818,13.428356,3.8629487,Astrocytes,Astro,1
x2_52_0_2_bc0594,-0.9275977,13.545132,3.9768436,Astrocytes,Astro,1
x2_52_0_2_bc0595,1.8822911,-1.497872,-1.951474,nan,nan,3
x2_52_0_2_bc0597,0.2839219,13.667927,3.368055,Astrocytes,Astro,1
x2_52_0_2_bc0598,0.2656453,5.6739483,6.5729766,Endothelial_SmoothMuscle,Endo_1,18
x2_52_0_2_bc0599,0.42896968,3.0116405,10.585288,Oligodendrocytes,Olig_5,16
x2_52_0_2_bc0600,1.4268575,1.2897841,10.95852,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0601,1.0574325,2.2505229,-0.017297745,Excitatory,Sub,23
x2_52_0_2_bc0602,1.4226248,-0.03346371,10.367752,nan,nan,2
x2_52_0_2_bc0603,-1.5356654,0.5351896,10.7121935,Oligodendrocytes,Olig_3,17
x2_52_0_2_bc0604,1.0545324,-2.398419,10.286542,Oligodendrocytes,Olig_2,13
x2_52_0_2_bc0605,-3.0382159,4.160024,6.653997,nan,nan,27
x2_52_0_2_bc0606,-0.34784406,12.825801,2.1903617,Astrocytes,Astro,1
x2_52_0_2_bc0607,1.5937448,-0.29043415,11.03732,nan,nan,2
x2_52_0_2_bc0608,5.2869987,2.780597,8.066898,Oligodendrocytes,OPC_1,10
x2_52_0_2_bc0609,-0.40292078,13.699222,2.906111,Astrocytes,Astro,1
x2_52_0_2_bc0610,11.437903,3.6572902,1.8343325,Microglia,Micro_2,0
x2_52_0_2_bc0611,0.2658606,0.54653543,10.257594,nan,nan,2
x2_52_0_2_bc0612,-1.1042321,13.14695,4.0509257,Astrocytes,Astro,1
x2_52_0_2_bc0613,10.754153,3.1727476,1.0026071,nan,nan,0
x2_52_0_2_bc0614,1.9459186,0.30844417,10.812654,nan,nan,2
x2_52_0_2_bc0615,10.093961,0.517732,3.2801018,Microglia,Micro_1,0
x2_52_0_2_bc0616,5.6999345,2.7840893,8.388292,Oligodendrocytes,OPC_1,10
x2_52_0_2_bc0617,-0.57002014,13.627011,4.3127775,Astrocytes,Astro,1
x2_52_0_2_bc0618,11.034381,2.631071,2.2465897,Microglia,Micro_2,0
x2_52_0_2_bc0619,1.3764274,13.72105,2.822656,Astrocytes,Astro,1
x2_52_0_2_bc0620,1.4605793,5.232509,-0.41087767,Interneurons,Int_Pv,14
x2_52_0_2_bc0621,11.03573,1.8887894,0.76315325,Microglia,Micro_2,0
x2_52_0_2_bc0623,0.8836531,13.512336,3.694078,Astrocytes,Astro,1
x2_52_0_2_bc0624,10.918057,1.7737284,1.089156,Microglia,Micro_2,0
x2_52_0_2_bc0625,10.385178,2.1710095,1.9953663,nan,nan,0
x2_52_0_2_bc0626,0.8253036,13.770082,2.3751876,Astrocytes,Astro,1
x2_52_0_2_bc0627,-2.7461815,4.508959,6.1915092,Endothelial_SmoothMuscle,Endo_1,27
x2_52_0_2_bc0628,4.2613735,-4.579444,6.0600805,Oligodendrocytes,Olig_6,12
x2_52_0_2_bc0629,0.9979617,0.28322253,10.367192,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0630,-0.23692343,2.8560348,3.2032874,nan,nan,31
x2_52_0_2_bc0631,1.66887,-1.102645,10.540096,Oligodendrocytes,Olig_2,13
x2_52_0_2_bc0632,-2.7848747,4.5425525,5.535384,Endothelial_SmoothMuscle,SM_1,27
x2_52_0_2_bc0633,-0.2629146,12.955764,3.096084,Astrocytes,Astro,1
x2_52_0_2_bc0634,-0.5019609,5.4860897,6.8455887,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0635,2.1555352,1.3947613,11.232136,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0636,-0.6625151,13.652665,3.6464708,Astrocytes,Astro,1
x2_52_0_2_bc0637,11.208104,2.605082,0.41179526,Microglia,Micro_2,0
x2_52_0_2_bc0638,1.4950663,12.945677,2.7774692,Astrocytes,Astro,1
x2_52_0_2_bc0639,0.6792234,13.171901,3.1517,Astrocytes,Astro,1
x2_52_0_2_bc0640,-0.4701655,5.5096297,4.256836,Endothelial_SmoothMuscle,Endo_1,4
x2_52_0_2_bc0641,4.0778713,-4.6887636,6.159859,nan,nan,12
x2_52_0_2_bc0642,11.700572,2.8011258,2.0960743,Microglia,Micro_2,0
x2_52_0_2_bc0643,10.681874,3.6910586,0.5091813,Microglia,Micro_2,0
x2_52_0_2_bc0644,2.065707,1.1449693,12.047978,Oligodendrocytes,Olig_4,2
x2_52_0_2_bc0645,10.477262,3.1273358,1.4633994,Microglia,Micro_2,0
x2_52_0_2_bc0646,11.15589,2.1967645,1.6131021,Microglia,Micro_2,0
x2_52_0_2_bc0647,0.21584406,13.281924,4.3624096,Astrocytes,Astro,1
x2_52_0_2_bc0648,0.783266,5.296061,10.262685,Oligodendrocytes,Olig_5,16
x2_52_0_2_bc0649,0.11017736,13.942258,3.5553386,Astrocytes,Astro,1
